Round 1: p=160052711093051276870989686665080717233857639908348474177399005963784142116660439486454588127860419749035313713813957315283070277815253288313408524486171557501241397814516402949214759163353201508120468813536155833923068261601311853791893405428516352308091527242082745378561069261267841462580339206686236611169, q=10243373509955281719743339946565165902966888954134302347353536381682185095466268127133093640183066863938260077684093268178116497780176210452058145567114979680079449460129049788749744586454604896519710004066313973371076368742483958642681177947425046547717857743493295704227908432721141853605141709227919143114817, gcd=32, Result=key setup successful
Round 1: p=154778575887029921366847614284512423393396028068621244201382043426304983077691420564740720226035168214078026198170835435084168769687667355299461936066889357747515248713003638601596274108749995861705736315029720300551145540853449755301573233177201847293093927141582602563564174507023917054936387911558758910483, q=122894189254301757565277005741902864174356446286485267895897342480486156563686987928404131859471923561977952801347643335456830003132007880107772777237110150051527107478124889049667441642347496714194354634133597918637609559437639105709449147142698266750716578150416586435469954558576990141619492001777654574923503, gcd=2, Result=key setup successful
Round 1: p=152295867909861998553193870946348771228636646220698201243974284905460069713147599662502112101461908827297086650972630069096884909446847725569672584744730356953965971258992727251191499656933844584828634809081303622219504804614308708928158926244961461314304787925921623483365757786381760732900602249300149718623, q=11269894225329787892936346450029809070919111820331666892054097083004045158772922375025156295508181253219984412171974625113169483299066731692155771271110046414593481873165461816588170974613104499277318975872016468044243355541458844460683760542127148137258554306518200137769066076192250294234644566448211079178103, gcd=2, Result=error!
Round 2: p=145267552578423707523683714898135291886928903393054059306705133492836053364533625800181927258588668545979138898338340991628625884269890926381688913450142826695416019557843150312245055871756522684190312852751247501169869744998359802707562928150404720682870303664150934355448155746662112104449819598507373604149, q=55782740190114703689094546520883952084580698902932758773774771261249044491980912307269860067298048721655989336961922940785392339559638115730568542764854845451039751510211769719902101454754504710729080135456479040449229982079370164239704164409755412742222196607033958792492091806718251048108730725826831463993217, gcd=4, Result=error!
Round 3: p=140783989392082980147414708561549762124533094020351493069908127711194449794483539260431805039169552736497167302555409815458290146935862932356138719451811429393575231684592424132405071364042687367978935032617333318535821395162242174157785012823905889072853384428276997294801268126693717766520159947629095785441, q=28438365857200761989777771129433051949155684992111001600121441797661278858485674930607224617912249652772427795116192782722574609681044312335940021329265908737502196800287669674745824415536622848331744876588701330344235921822772919179872572590428989592716383654511953453549856161592130988837072309421077348659083, gcd=2, Result=key setup successful
Round 1: p=140434759252038382616944658033585470505909484710869903653866897003153325457582599879972681429189947815199017114457378326025798553445941852983634234004582736443869827409822227911405687382842012829418129700423503808121981983123567346415808263893369702118995504427642256352627422155042047829657756996728759228627, q=58420859848847967168648977741971555730458345639721879920008629153311783390354361550068635474543018291122791119614269383626732198233511810841191841345906418360649848202486046811144765951262277337037941955376177584178744504979404016108976237779641796081502129841899178642693007616497491897137626910639163839108833, gcd=26, Result=error!
Round 2: p=178560372900401500950830290620664202826584382140394480940563228990550797551081737078807428419150686329170166202984345077774281295223575942596168225818776430520733634481450149218080828894753132255337250918304158975434068212472931534048213935575797879445565092436025878943697157788455885865897788704278321524779, q=29283901155665846155936167661788929263559838671024694874252369554450330798377404880924418260740712557983907257289432592754982132416666454585771589034279334605400316054957824471765255938739513689875309150601882071971187186845560771583907085434430852229072675159508244146766333877306765282007237347501644730063757, gcd=2, Result=error!
Round 3: p=162371285531940901881208785204527951985991388177442441040602735622498807838848561255251457382642199184592495193461295992687129096315439883847391215250750188233489684607089991109119096262541307216715463119811974866074387254757058467390120810875253934723534424379940597690953786252334949446395206951143746503133, q=180232126940454401088141751577026026704450440876961109555069036540973676701121902993329117694732841094897669664742038551882713296910138271070604248928332708939173549913869890131122196851420851010554164062991292101342569852780334898803034100071531867543123211061734063436958702740091793885498679715769558618477631, gcd=6, Result=key setup successful
Round 1: p=117053701275649374054619970494905412920768905840095045811589800176155736964550208506327660886558722358914825236077840712506322752074691009817584635857912764672442995899729647978548030082135015115840098562857718263278350880590046144486034254813145505909337704268199015667947509488306842155204740245572175489107, q=351629318632050719660078391366695860413989793143645517618015759729171833841508826353008293303222401966180135009177833500368993547232371793492024246117169945076018759682787862527558282366733585407983656082824585662888166045292498618036046901458689099751650463621669843066514318502873753834235039697698815169277429, gcd=2, Result=error!
Round 2: p=158305870241895984547139755072964711250593943067448438961339216629865688836004296579383471813900881557233804872782500298925259171057569392197235311427241790678493033165312335262195919989944085766675437190809148984568451138232613329417541727439211539761646725991406805044308085419821477663404278592792506212247, q=323893810514919184383447938879285799218715207515999506114900037224705199358464790801418583331241203666100364769712995611601080263983786976435543447180136703728196745856229037946452852299425599478617944492395518822427051028823926871988290374340626810352329201378418323120654342768954743299325154000853467710257363, gcd=6, Result=error!
Round 3: p=138494502406442632281403767002921310673417676613783852030084259176986359942864156902105128593167426503866406433852996499490132229943190666676220575332387945403430781887523544656397225960927563983736376377905816148978682498743584634659979779434312017687680877646278210701524072100524440570114998010069551866977, q=29083845505352952779094791070613475241417712088894608926317694427167135588001472949442077004565159565811945351109129264892927768288070040002006320819801468534720464196379944377843417451794788436584639039360221391285523324736152773278595753681205523714412984305718424247320055141110132519724149582114605892065171, gcd=14, Result=key setup successful
Round 1: p=112122202495506463613779418843855089233032429756016436658231719263706129532149556997659674386547968000832867830679275962012864829503874971943963128576326102773586482509070906864460258392997784314317534808670513694796311451964048758569573451172908157846360974109834567747467452457435289284854916821401229616597, q=137237575854499911463266008664878629221231694021364118469675624378776302547351057765135441449134712833019430224751433777503746551312742965659410869377423149794869854591102790002099356273029288000724662605812708762430685217203995680489157904235639585203945832310437510922900161807900794084662418189395105050714729, gcd=12, Result=error!
